sku,supplier,ai_major_category_he,ai_major_category_slug,ai_subcategory_he,ai_subcategory_slug,ai_confidence
KR901,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.8
OM6350,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
644,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.96
OM6162,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
2095,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
1572,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
1618,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.75
1879,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.96
1623,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.95
1717,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.8
2029,Comfort,UNCLASSIFIED,unclassified,UNCLASSIFIED,unclassified,0.3
KR7005,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR9700,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
1559,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.8
KR270,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
KR5055,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
MI602,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
KR702,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.85
KR741,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.85
KR267,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
KR9175,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
KR5108,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR5499,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1517,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
MI640,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
KR8051,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
1702,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.7
OM6158,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
1722,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR6975,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
1521,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR4915,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
1235,Comfort,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
KR9741,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
1281,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR9150,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.7
KR214,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
KR700,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
3027,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
KR9339,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR1023,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
1641,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR5058,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR5112,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
OM2037,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR3200,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR5908,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
KR817,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.85
1786,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
1779,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
627,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1845,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
3006,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
KR7911,Kraus,כלי עבודה ושימוש,tools-utility,כלי מדידה,measuring-tools,0.9
KR4058,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
KR5231,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1430,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR4912,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
1344,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR9722,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR9432,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.85
KR5983,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
GB554,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
1533,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
CR30,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
SW288,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR5809,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1462,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
KR9786,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR9190,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
KR9771,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
SP900,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
KR7500,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
1600,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR6780,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
1874,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.85
KR9375,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
KR2980,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
1929,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR9471,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
KR9764,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.98
KR7538,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
1985,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.98
1459,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.8
KR9313,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.98
KR6117,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1807,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR9666,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.92
KR6912,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR4992,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
1757,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.85
KR6101,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR7927,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
KR005,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.8
KR7610,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
GB450,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
GB874,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.95
KR9466,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.92
SW500,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.98
SW277,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.95
1189,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR8050,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
MI4018,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
OM2200,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR2210,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
1594,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
1746,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
GB663,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
1094,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
642,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1323,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
KR7120,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.7
1776,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.8
OM2059,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR1022,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.95
SW550,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1712,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR9556,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR5400,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.93
1819,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.8
2069,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.8
1681,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.75
KR551,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
2014,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.88
1585,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
KR3956,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.7
KR9225,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.88
1273,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
KR7933,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.88
SP850,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
1869,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.85
1614,Comfort,כלי עבודה ושימוש,tools-utility,כלי עבודה ידניים,hand-tools,0.9
KR5230,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR7544,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.8
KR2415,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.7
1928,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.75
KR9132,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR2619,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.8
2067,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.85
1760,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
1407,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR709,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.8
KR5075,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR6738,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
SP800,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.8
1765,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.8
KR5904,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
2013,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.7
2077,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
KR9547,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
GB579,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.8
KR9703,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
1584,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.8
KR6103,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR4020,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.7
1707,Comfort,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.8
1770,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR203,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR2217,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
1345,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR1213,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
1464,Comfort,כלי עבודה ושימוש,tools-utility,כלי עבודה ידניים,hand-tools,0.9
KR706,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.9
1811,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.7
KR9136,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR480,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1806,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.75
1481,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR7923,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
1710,Comfort,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.7
1537,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
